gender,accum_visits,accum_days,accum_subs,accum_pages,accum_onsite,accum_entered,accum_completed,completed_holiday,visit_cycle,purchase_cycle,purchase_freq,pages_per_visit,onsite_per_visit,churn
F,41,901,30,228,470,32,25,13,21.98,36.04,1.64,5.56,11.46,0
F,52,922,31,269,359,43,32,14,17.73,28.81,1.62,5.17,6.9,1
F,21,319,11,116,183,17,13,3,15.19,24.54,1.62,5.52,8.71,0
F,71,936,31,349,713,51,35,15,13.18,26.74,2.03,4.92,10.04,1
F,116,1154,38,530,920,82,56,21,9.95,20.61,2.07,4.57,7.93,0
M,10,326,11,67,172,7,7,1,32.6,46.57,1.43,6.7,17.2,0
M,13,270,9,66,150,10,7,3,20.77,38.57,1.86,5.08,11.54,1
F,22,285,10,111,238,15,11,4,12.95,25.91,2,5.05,10.82,1
M,16,289,10,65,109,12,6,3,18.06,48.17,2.67,4.06,6.81,1
F,22,174,6,124,272,17,14,4,7.91,12.43,1.57,5.64,12.36,1
F,51,715,24,245,480,38,24,12,14.02,29.79,2.12,4.8,9.41,1
F,88,1126,38,440,738,69,49,25,12.8,22.98,1.8,5,8.39,0
M,29,618,21,128,161,22,13,6,21.31,47.54,2.23,4.41,5.55,1
F,39,586,20,198,408,30,23,10,15.03,25.48,1.7,5.08,10.46,1
F,15,170,6,85,141,13,12,1,11.33,14.17,1.25,5.67,9.4,0
F,110,1324,44,537,888,89,58,27,12.04,22.83,1.9,4.88,8.07,1
F,55,593,20,262,489,44,32,11,10.78,18.53,1.72,4.76,8.89,0
M,7,312,11,20,15,4,3,1,44.57,104,2.33,2.86,2.14,1
F,80,1021,34,396,642,59,43,21,12.76,23.74,1.86,4.95,8.03,1
F,32,394,13,175,392,27,16,8,12.31,24.62,2,5.47,12.25,0
M,25,728,24,125,224,17,12,6,29.12,60.67,2.08,5,8.96,1
F,46,671,23,235,431,40,29,11,14.59,23.14,1.59,5.11,9.37,1
M,8,225,8,51,108,7,3,1,28.12,75,2.67,6.38,13.5,0
F,23,702,24,125,343,18,14,5,30.52,50.14,1.64,5.43,14.91,0
F,51,562,19,288,456,42,32,13,11.02,17.56,1.59,5.65,8.94,0
F,44,668,22,216,288,33,27,9,15.18,24.74,1.63,4.91,6.55,1
F,34,391,13,199,427,26,18,6,11.5,21.72,1.89,5.85,12.56,1
F,150,1291,43,708,1266,112,91,31,8.61,14.19,1.65,4.72,8.44,1
F,117,1051,35,582,1049,88,56,24,8.98,18.77,2.09,4.97,8.97,0
M,46,972,32,221,299,33,21,17,21.13,46.29,2.19,4.8,6.5,1
F,101,994,33,478,808,80,58,24,9.84,17.14,1.74,4.73,8,1
F,66,783,26,320,576,46,36,16,11.86,21.75,1.83,4.85,8.73,1
M,27,902,30,119,137,21,13,10,33.41,69.38,2.08,4.41,5.07,1
F,23,410,14,116,221,15,11,6,17.83,37.27,2.09,5.04,9.61,1
M,10,191,7,59,71,10,6,4,19.1,31.83,1.67,5.9,7.1,0
F,83,863,29,424,685,68,52,20,10.4,16.6,1.6,5.11,8.25,0
F,121,1267,42,602,1218,105,72,28,10.47,17.6,1.68,4.98,10.07,0
F,57,847,28,298,602,50,41,16,14.86,20.66,1.39,5.23,10.56,1
F,22,266,9,114,222,16,11,5,12.09,24.18,2,5.18,10.09,1
F,9,26,1,54,88,9,7,1,2.89,3.71,1.29,6,9.78,0
F,45,416,14,214,368,31,23,10,9.24,18.09,1.96,4.76,8.18,0
M,27,442,15,109,186,17,8,6,16.37,55.25,3.38,4.04,6.89,1
M,21,403,14,114,192,14,13,7,19.19,31,1.62,5.43,9.14,1
F,36,489,17,180,336,27,20,7,13.58,24.45,1.8,5,9.33,1
F,30,355,12,156,283,25,20,4,11.83,17.75,1.5,5.2,9.43,1
M,11,256,9,53,113,8,5,2,23.27,51.2,2.2,4.82,10.27,1
F,117,1051,35,551,1102,90,59,24,8.98,17.81,1.98,4.71,9.42,1
F,18,181,6,96,200,14,13,4,10.06,13.92,1.38,5.33,11.11,1
F,27,511,17,132,272,18,15,6,18.93,34.07,1.8,4.89,10.07,1
F,111,1077,36,559,993,96,68,27,9.7,15.84,1.63,5.04,8.95,1
F,57,728,24,280,419,47,33,12,12.77,22.06,1.73,4.91,7.35,0
M,60,1379,46,282,574,47,29,18,22.98,47.55,2.07,4.7,9.57,0
F,41,420,14,204,248,33,24,8,10.24,17.5,1.71,4.98,6.05,0
M,13,453,15,55,139,10,8,3,34.85,56.62,1.62,4.23,10.69,1
F,35,562,19,167,235,24,17,8,16.06,33.06,2.06,4.77,6.71,1
M,13,282,10,70,197,11,7,2,21.69,40.29,1.86,5.38,15.15,1
M,34,1065,36,142,241,18,12,10,31.32,88.75,2.83,4.18,7.09,1
M,18,374,13,61,112,10,5,1,20.78,74.8,3.6,3.39,6.22,1
F,92,1041,35,431,793,69,51,20,11.32,20.41,1.8,4.68,8.62,0
F,88,1095,36,415,756,73,52,20,12.44,21.06,1.69,4.72,8.59,0
F,67,782,26,362,661,51,34,15,11.67,23,1.97,5.4,9.87,0
M,26,586,20,139,324,21,15,7,22.54,39.07,1.73,5.35,12.46,0
F,5,5,1,35,118,5,4,0,1,1.25,1.25,7,23.6,0
F,77,1114,37,392,654,59,50,19,14.47,22.28,1.54,5.09,8.49,1
F,108,1328,44,547,897,89,56,30,12.3,23.71,1.93,5.06,8.31,1
F,10,66,3,70,54,10,10,2,6.6,6.6,1,7,5.4,0
F,47,434,15,257,485,37,26,10,9.23,16.69,1.81,5.47,10.32,0
F,95,1266,42,445,980,71,56,23,13.33,22.61,1.7,4.68,10.32,1
F,25,505,17,145,320,17,14,3,20.2,36.07,1.79,5.8,12.8,1
F,64,1111,37,332,619,50,38,18,17.36,29.24,1.68,5.19,9.67,1
F,6,5,1,38,80,5,5,0,0.83,1,1.2,6.33,13.33,1
F,73,984,33,367,443,54,38,19,13.48,25.89,1.92,5.03,6.07,1
F,27,251,9,143,199,21,15,6,9.3,16.73,1.8,5.3,7.37,0
M,11,151,5,54,76,10,6,1,13.73,25.17,1.83,4.91,6.91,1
F,21,490,17,114,167,17,13,4,23.33,37.69,1.62,5.43,7.95,1
M,15,271,9,77,142,11,8,4,18.07,33.88,1.88,5.13,9.47,1
M,8,167,6,36,63,6,4,2,20.88,41.75,2,4.5,7.88,1
F,70,638,21,360,582,52,40,16,9.11,15.95,1.75,5.14,8.31,1
F,20,341,12,107,207,14,10,3,17.05,34.1,2,5.35,10.35,1
F,90,730,24,435,645,75,48,17,8.11,15.21,1.88,4.83,7.17,0
F,66,1383,46,336,886,57,40,18,20.95,34.58,1.65,5.09,13.42,1
F,12,144,5,56,69,10,8,0,12,18,1.5,4.67,5.75,1
F,39,454,15,203,240,30,17,9,11.64,26.71,2.29,5.21,6.15,1
F,23,395,13,146,246,19,17,5,17.17,23.24,1.35,6.35,10.7,1
F,21,247,9,118,160,19,14,5,11.76,17.64,1.5,5.62,7.62,0
F,25,254,9,151,293,20,17,7,10.16,14.94,1.47,6.04,11.72,1
F,64,615,21,318,397,48,36,14,9.61,17.08,1.78,4.97,6.2,0
F,71,896,30,338,570,53,34,13,12.62,26.35,2.09,4.76,8.03,1
F,49,643,22,239,424,39,25,13,13.12,25.72,1.96,4.88,8.65,1
F,17,252,9,90,171,12,9,0,14.82,28,1.89,5.29,10.06,1
M,11,222,8,59,99,7,5,2,20.18,44.4,2.2,5.36,9,1
F,65,789,26,344,566,50,39,17,12.14,20.23,1.67,5.29,8.71,0
F,28,895,30,148,316,21,15,7,31.96,59.67,1.87,5.29,11.29,1
F,64,920,31,308,569,49,35,15,14.38,26.29,1.83,4.81,8.89,1
F,56,649,22,281,610,43,33,14,11.59,19.67,1.7,5.02,10.89,0
F,27,405,14,136,199,20,15,6,15,27,1.8,5.04,7.37,1
F,60,788,26,338,723,49,38,17,13.13,20.74,1.58,5.63,12.05,0
F,20,434,15,110,245,16,9,4,21.7,48.22,2.22,5.5,12.25,1
F,34,523,18,179,219,25,19,7,15.38,27.53,1.79,5.26,6.44,1
F,51,631,21,254,387,42,34,13,12.37,18.56,1.5,4.98,7.59,0
F,9,9,1,63,115,8,7,0,1,1.29,1.29,7,12.78,0
M,62,1134,38,275,424,45,30,16,18.29,37.8,2.07,4.44,6.84,0
F,18,152,5,95,134,12,11,4,8.44,13.82,1.64,5.28,7.44,1
M,22,649,22,97,126,14,9,6,29.5,72.11,2.44,4.41,5.73,1
F,17,253,9,95,232,14,10,4,14.88,25.3,1.7,5.59,13.65,1
F,32,439,15,152,169,25,17,5,13.72,25.82,1.88,4.75,5.28,1
F,35,556,19,170,365,32,24,9,15.89,23.17,1.46,4.86,10.43,1
F,11,59,2,76,181,10,10,2,5.36,5.9,1.1,6.91,16.45,1
F,25,665,22,125,191,21,16,5,26.6,41.56,1.56,5,7.64,1
F,24,506,17,128,189,19,11,3,21.08,46,2.18,5.33,7.88,1
F,10,32,2,67,65,7,7,1,3.2,4.57,1.43,6.7,6.5,0
F,55,815,27,277,493,43,24,13,14.82,33.96,2.29,5.04,8.96,1
F,16,211,7,99,232,14,12,5,13.19,17.58,1.33,6.19,14.5,0
M,41,931,31,182,392,30,21,9,22.71,44.33,1.95,4.44,9.56,1
F,14,169,6,77,153,11,9,2,12.07,18.78,1.56,5.5,10.93,0
F,46,590,20,235,404,37,26,15,12.83,22.69,1.77,5.11,8.78,0
F,21,588,20,105,179,14,13,7,28,45.23,1.62,5,8.52,1
F,31,310,11,150,135,21,15,4,10,20.67,2.07,4.84,4.35,0
F,30,657,22,130,273,22,14,5,21.9,46.93,2.14,4.33,9.1,1
F,14,402,14,68,225,10,5,2,28.71,80.4,2.8,4.86,16.07,1
M,13,428,15,57,96,9,7,3,32.92,61.14,1.86,4.38,7.38,1
F,68,903,30,341,544,54,42,14,13.28,21.5,1.62,5.01,8,0
F,31,456,15,151,244,20,16,7,14.71,28.5,1.94,4.87,7.87,1
F,24,511,17,131,197,19,17,5,21.29,30.06,1.41,5.46,8.21,1
F,24,187,7,131,244,21,18,3,7.79,10.39,1.33,5.46,10.17,1
F,96,1018,34,481,853,78,53,23,10.6,19.21,1.81,5.01,8.89,1
F,12,25,1,81,129,9,8,1,2.08,3.12,1.5,6.75,10.75,0
M,5,139,5,26,60,4,4,1,27.8,34.75,1.25,5.2,12,1
F,83,806,27,410,556,64,44,20,9.71,18.32,1.89,4.94,6.7,0
M,9,379,13,43,63,6,2,1,42.11,189.5,4.5,4.78,7,1
F,73,835,28,355,670,56,39,15,11.44,21.41,1.87,4.86,9.18,1
F,20,314,11,107,245,16,13,5,15.7,24.15,1.54,5.35,12.25,0
F,13,71,3,69,155,11,9,2,5.46,7.89,1.44,5.31,11.92,1
F,43,565,19,220,242,33,25,9,13.14,22.6,1.72,5.12,5.63,1
M,13,441,15,54,57,10,6,4,33.92,73.5,2.17,4.15,4.38,1
F,41,643,22,190,326,30,25,11,15.68,25.72,1.64,4.63,7.95,1
M,14,424,14,69,183,9,7,3,30.29,60.57,2,4.93,13.07,1
F,24,236,8,138,251,19,14,4,9.83,16.86,1.71,5.75,10.46,1
F,16,70,3,116,183,16,14,3,4.38,5,1.14,7.25,11.44,0
F,54,743,25,237,332,35,25,11,13.76,29.72,2.16,4.39,6.15,1
F,47,589,20,235,318,38,27,10,12.53,21.81,1.74,5,6.77,1
F,135,1284,43,663,1049,110,71,30,9.51,18.08,1.9,4.91,7.77,0
F,43,700,24,234,465,36,27,12,16.28,25.93,1.59,5.44,10.81,1
F,33,614,21,171,334,25,19,8,18.61,32.32,1.74,5.18,10.12,1
F,68,969,32,327,600,56,32,18,14.25,30.28,2.12,4.81,8.82,1
F,25,632,21,125,236,19,12,3,25.28,52.67,2.08,5,9.44,1
M,15,477,16,64,124,10,6,3,31.8,79.5,2.5,4.27,8.27,1
F,32,312,11,155,273,24,17,5,9.75,18.35,1.88,4.84,8.53,0
F,56,864,29,271,505,45,29,13,15.43,29.79,1.93,4.84,9.02,1
M,51,1120,37,220,353,38,24,15,21.96,46.67,2.12,4.31,6.92,0
F,30,429,15,147,178,24,15,5,14.3,28.6,2,4.9,5.93,1
F,8,57,2,56,58,8,6,2,7.12,9.5,1.33,7,7.25,0
F,75,901,30,348,604,65,43,13,12.01,20.95,1.74,4.64,8.05,0
F,34,838,28,174,257,28,18,10,24.65,46.56,1.89,5.12,7.56,1
F,22,304,10,121,234,16,13,7,13.82,23.38,1.69,5.5,10.64,1
